Arff File, Training Accuracy, Test Accuracy, Learning Rate, Momentum
outputs/filtered-50x50-400k-200d_output.txt,0.770642,0.275862,0.2,0.0
outputs/japanese-50x50-allk-110d_output.txt,0.91875,0.679245,0.2,0.0
outputs/mitchell-50x50-allk-105d_output.txt,0.816,0.142857,0.2,0.0
outputs/japanese-50x50-200k-100d_output.txt,0.91875,0.660377,0.2,0.0
outputs/mitchell-50x50-allk-40d_output.txt,0.52,0.214286,0.2,0.0
outputs/japanese-50x50-allk-100d_output.txt,0.9,0.679245,0.2,0.0
outputs/japanese-50x50-allk-20d_output.txt,0.775,0.641509,0.2,0.0
outputs/mitchell-50x50-allk-120d_output.txt,0.752,0.214286,0.2,0.0
outputs/japanese-50x50-allk-200d_output.txt,0.61875,0.0566038,0.2,0.0
outputs/japanese-50x50-allk-75d_output.txt,0.95,0.792453,0.2,0.0
outputs/japanese-50x50-allk-50d_output.txt,0.90625,0.716981,0.2,0.0
outputs/japanese-50x50-allk-85d_output.txt,0.88125,0.603774,0.2,0.0
outputs/mitchell-50x50-allk-110d_output.txt,0.752,0.190476,0.2,0.0
outputs/japanese-50x50-allk-175d_output.txt,0.80625,0.320755,0.2,0.0
outputs/mitchell-50x50-allk-45d_output.txt,0.592,0.190476,0.2,0.0
outputs/filtered-50x50-100k-50d_output.txt,0.188073,0.186207,0.2,0.0
outputs/japanese-50x50-allk-30d_output.txt,0.875,0.773585,0.2,0.0
outputs/japanese-50x50-allk-180d_output.txt,0.6625,0.245283,0.2,0.0
outputs/japanese-50x50-allk-80d_output.txt,0.91875,0.679245,0.2,0.0
outputs/japanese-50x50-allk-5d_output.txt,0.28125,0.207547,0.2,0.0
outputs/mitchell-50x50-allk-15d_output.txt,0.288,0.214286,0.2,0.0
outputs/japanese-50x50-allk-10d_output.txt,0.54375,0.396226,0.2,0.0
outputs/mitchell-50x50-allk-5d_output.txt,0.248,0.261905,0.2,0.0
outputs/japanese-50x50-100k-50d_output.txt,0.9125,0.735849,0.2,0.0
outputs/japanese-50x50-allk-210d_output.txt,0.59375,0.113208,0.2,0.0
outputs/japanese-50x50-allk-155d_output.txt,0.88125,0.320755,0.2,0.0
outputs/japanese-50x50-allk-170d_output.txt,0.8125,0.320755,0.2,0.0
outputs/japanese-50x50-allk-135d_output.txt,0.875,0.509434,0.2,0.0
outputs/mitchell-50x50-allk-30d_output.txt,0.384,0.285714,0.2,0.0
outputs/japanese-50x50-allk-65d_output.txt,0.925,0.773585,0.2,0.0
outputs/mitchell-50x50-allk-25d_output.txt,0.432,0.190476,0.2,0.0
outputs/mitchell-50x50-allk-65d_output.txt,0.656,0.214286,0.2,0.0
outputs/filtered-50x50-200k-100d_output.txt,0.573394,0.324138,0.2,0.0
outputs/mitchell-50x50-allk-100d_output.txt,0.768,0.166667,0.2,0.0
outputs/all-50x50-400k-200d_output.txt,0.696751,0.275676,0.2,0.0
outputs/japanese-50x50-allk-115d_output.txt,0.8875,0.698113,0.2,0.0
outputs/japanese-50x50-allk-90d_output.txt,0.90625,0.622642,0.2,0.0
outputs/mitchell-50x50-allk-35d_output.txt,0.448,0.190476,0.2,0.0
outputs/mitchell-50x50-allk-85d_output.txt,0.568,0.142857,0.2,0.0
outputs/mitchell-50x50-allk-55d_output.txt,0.584,0.142857,0.2,0.0
outputs/mitchell-50x50-allk-90d_output.txt,0.76,0.285714,0.2,0.0
outputs/japanese-50x50-allk-145d_output.txt,0.86875,0.358491,0.2,0.0
outputs/japanese-50x50-allk-125d_output.txt,0.8625,0.54717,0.2,0.0
outputs/japanese-50x50-allk-160d_output.txt,0.1625,0.0943396,0.2,0.0
outputs/mitchell-50x50-allk-75d_output.txt,0.704,0.0714286,0.2,0.0
outputs/all-50x50-100k-50d_output.txt,0.189531,0.0918919,0.2,0.0
outputs/japanese-50x50-allk-45d_output.txt,0.91875,0.735849,0.2,0.0
outputs/all-50x50-200k-100d_output.txt,0.48917,0.275676,0.2,0.0
outputs/japanese-50x50-allk-25d_output.txt,0.8375,0.716981,0.2,0.0
outputs/japanese-50x50-allk-60d_output.txt,0.89375,0.735849,0.2,0.0
outputs/mitchell-50x50-allk-60d_output.txt,0.608,0.261905,0.2,0.0
outputs/mitchell-50x50-allk-95d_output.txt,0.672,0.142857,0.2,0.0
outputs/mitchell-50x50-allk-70d_output.txt,0.664,0.214286,0.2,0.0
outputs/japanese-50x50-allk-185d_output.txt,0.6875,0.245283,0.2,0.0
outputs/japanese-50x50-allk-165d_output.txt,0.85625,0.358491,0.2,0.0
outputs/japanese-50x50-allk-99v_output.txt,0.86875,0.490566,0.2,0.0
outputs/japanese-50x50-allk-105d_output.txt,0.925,0.679245,0.2,0.0
outputs/japanese-50x50-allk-150d_output.txt,0.85,0.377358,0.2,0.0
outputs/mitchell-50x50-allk-10d_output.txt,0.296,0.142857,0.2,0.0
outputs/japanese-50x50-allk-130d_output.txt,0.85625,0.528302,0.2,0.0
outputs/japanese-50x50-allk-70d_output.txt,0.925,0.754717,0.2,0.0
outputs/japanese-50x50-allk-35d_output.txt,0.88125,0.830189,0.2,0.0
outputs/japanese-50x50-allk-55d_output.txt,0.94375,0.603774,0.2,0.0
outputs/mitchell-50x50-allk-125d_output.txt,0.784,0.309524,0.2,0.0
outputs/mitchell-50x50-allk-80d_output.txt,0.76,0.190476,0.2,0.0
outputs/japanese-50x50-allk-140d_output.txt,0.85625,0.471698,0.2,0.0
outputs/japanese-50x50-allk-195d_output.txt,0.7125,0.226415,0.2,0.0
outputs/mitchell-50x50-allk-115d_output.txt,0.808,0.142857,0.2,0.0
outputs/mitchell-50x50-allk-50d_output.txt,0.624,0.285714,0.2,0.0
outputs/japanese-50x50-allk-95d_output.txt,0.9375,0.622642,0.2,0.0
outputs/japanese-50x50-allk-120d_output.txt,0.89375,0.509434,0.2,0.0
outputs/japanese-50x50-allk-190d_output.txt,0.7125,0.188679,0.2,0.0
outputs/japanese-50x50-allk-40d_output.txt,0.84375,0.566038,0.2,0.0
outputs/mitchell-50x50-allk-20d_output.txt,0.328,0.214286,0.2,0.0
outputs/japanese-50x50-allk-15d_output.txt,0.7,0.622642,0.2,0.0
outputs/japanese-50x50-allk-205d_output.txt,0.39375,0.0943396,0.2,0.0
,,0.386301611842
